2767; 3064; 403; 584; 2933; 3324; 2894; 3175; 2856; 3346
2778; 2721; 166; 348; 2845; 2882; 2856; 2777; 2795; 2876
2745; 2506; 221; 227; 2834; 2633; 2823; 2578; 2773; 2644
2640; 2268; 287; 221; 2767; 2384; 2745; 2323; 2679; 2401
2590; 1948; 238; 326; 2706; 2102; 2706; 2019; 2635; 2108
2541; 1715; 243; 227; 2657; 1826; 2635; 1771; 2596; 1837
2430; 401; 355; 1120; 2581; 948; 2547; 737; 2525; 956
2525; 1; 611; 659; 2770; 332; 2872; 170; 2713; 283
1842; 1; 686; 1132; 2196; 575; 2291; 367; 2125; 548
1846; 1; 396; 400; 2027; 175; 1970; 100; 1981; 213
2476; 5; 283; 328; 2600; 175; 2547; 103; 2574; 198
1387; 16; 724; 1765; 1719; 762; 1651; 468; 1636; 777
