1666; 1518; 1659; 1014; 2475; 2050; 2588; 1991; 2439; 1988
1633; 1742; 327; 229; 1770; 1870; 1868; 1879; 1785; 1799
1940; 1035; 889; 919; 2255; 1535; 2353; 1455; 2204; 1478
1650; 2086; 117; 235; 1698; 2213; 1719; 2155; 1669; 2197
1616; 14; 174; 2075; 1692; 1098; 1698; 843; 1657; 1092
2005; 1; 783; 1009; 2376; 552; 2463; 430; 2335; 505
1547; 633; 597; 962; 1837; 1184; 1895; 969; 1738; 1149
1773; 1106; 933; 632; 2057; 1546; 2260; 1465; 2022; 1477
1246; 1; 228; 503; 1353; 282; 1336; 163; 1291; 291
1297; 507; 174; 473; 1383; 717; 1377; 594; 1309; 717
877; 861; 527; 380; 1168; 1029; 1051; 951; 1123; 1100
815; 472; 231; 359; 904; 654; 898; 579; 827; 657
674; 744; 177; 132; 743; 819; 695; 792; 734; 846
479; 619; 198; 205; 610; 728; 569; 696; 594; 746
661; 1; 204; 478; 736; 217; 714; 93; 707; 226
955; 506; 85; 282; 991; 632; 994; 549; 962; 629
960; 258; 180; 252; 1042; 377; 1069; 316; 1006; 362
1042; 1; 245; 250; 1159; 132; 1207; 61; 1132; 117
1340; 1857; 141; 170; 1420; 1908; 1386; 1930; 1442; 1947
1168; 1905; 214; 152; 1289; 1976; 1219; 2002; 1296; 2011
842; 1958; 324; 287; 1045; 2097; 972; 2130; 1067; 2145
952; 1951; 670; 1697; 1304; 2750; 1381; 2312; 1158; 2724
1244; 989; 335; 859; 1399; 1453; 1399; 1264; 1278; 1453
