2789; 995; 87; 144; 2830; 1069; 2828; 1013; 2795; 1070
2767; 1140; 109; 337; 2816; 1320; 2832; 1169; 2781; 1311
2761; 1472; 91; 110; 2802; 1529; 2802; 1488; 2766; 1527
2757; 1583; 84; 486; 2794; 1815; 2796; 1642; 2761; 1813
2768; 1683; 260; 600; 2876; 2026; 2950; 1774; 2841; 2000
2673; 2279; 194; 298; 2774; 2441; 2799; 2355; 2741; 2427
2544; 2574; 259; 780; 2666; 2991; 2734; 2696; 2619; 2988
2547; 3351; 108; 122; 2605; 3423; 2601; 3387; 2569; 3423
2461; 3477; 187; 171; 2551; 3570; 2579; 3502; 2522; 3559
4027; 2034; 78; 181; 4066; 2132; 4066; 2079; 4043; 2133
4057; 2214; 103; 172; 4109; 2298; 4090; 2235; 4084; 2300
4129; 2355; 90; 73; 4181; 2391; 4157; 2379; 4172; 2409
4223; 2370; 84; 63; 4274; 2408; 4240; 2402; 4274; 2429
4253; 2171; 124; 246; 4309; 2303; 4295; 2219; 4273; 2309
4270; 2413; 202; 190; 4369; 2509; 4331; 2434; 4330; 2524
4367; 2602; 264; 241; 4499; 2707; 4444; 2636; 4460; 2734
4574; 2783; 151; 159; 4645; 2861; 4607; 2827; 4622; 2894
4725; 2796; 218; 654; 4824; 3184; 4793; 2973; 4769; 3193
4826; 3444; 176; 204; 4910; 3559; 4890; 3490; 4862; 3563
4890; 3117; 97; 115; 4930; 3186; 4954; 3173; 4915; 3153
4954; 3102; 139; 82; 5009; 3142; 5022; 3117; 4983; 3124
5121; 2541; 253; 368; 5254; 2719; 5284; 2646; 5226; 2709
4998; 2908; 210; 194; 5106; 3002; 5142; 2948; 5080; 2988
4861; 2787; 112; 284; 4917; 2914; 4924; 2826; 4878; 2907
4889; 2455; 167; 332; 4962; 2618; 4989; 2483; 4933; 2604
4975; 2253; 140; 205; 5040; 2359; 5065; 2299; 5015; 2355
4868; 2384; 113; 71; 4927; 2420; 4908; 2399; 4895; 2435
4845; 1988; 94; 395; 4881; 2194; 4881; 2067; 4856; 2194
5182; 2458; 109; 123; 5230; 2524; 5213; 2485; 5209; 2531
5188; 2027; 284; 422; 5336; 2247; 5391; 2165; 5317; 2234
5081; 2282; 69; 119; 5115; 2343; 5142; 2353; 5127; 2299
5150; 2305; 61; 94; 5182; 2372; 5203; 2359; 5171; 2347
5219; 2249; 56; 73; 5248; 2284; 5232; 2267; 5242; 2293
5071; 2180; 165; 73; 5138; 2222; 5094; 2201; 5134; 2232
4958; 2098; 125; 86; 5015; 2146; 4989; 2125; 5006; 2157
4639; 1304; 146; 298; 4712; 1467; 4733; 1349; 4681; 1460
4514; 1599; 194; 652; 4618; 1908; 4650; 1710; 4587; 1901
4759; 2187; 91; 87; 4802; 2225; 4773; 2209; 4791; 2243
4630; 2098; 154; 107; 4703; 2154; 4668; 2124; 4692; 2171
4567; 1948; 112; 150; 4612; 2022; 4588; 1977; 4597; 2033
4527; 1648; 76; 294; 4558; 1791; 4548; 1686; 4543; 1791
4530; 1490; 40; 158; 4547; 1583; 4547; 1517; 4530; 1584
4454; 2250; 131; 268; 4512; 2382; 4541; 2272; 4476; 2382
4432; 2526; 102; 74; 4474; 2562; 4481; 2535; 4452; 2547
4119; 2057; 170; 155; 4206; 2158; 4235; 2126; 4184; 2151
4160; 1948; 62; 191; 4193; 2067; 4189; 2010; 4169; 2068
3871; 2304; 214; 479; 3970; 2566; 3940; 2436; 3935; 2570
3785; 2467; 161; 156; 3881; 2543; 3835; 2497; 3864; 2572
3736; 2360; 116; 109; 3785; 2413; 3772; 2382; 3759; 2422
3782; 1881; 395; 484; 3973; 2118; 4025; 2047; 3966; 2101
3716; 1883; 120; 221; 3766; 2004; 3751; 1941; 3743; 2011
3825; 2211; 166; 96; 3914; 2255; 3883; 2229; 3894; 2277
3787; 2091; 82; 52; 3821; 2113; 3832; 2099; 3808; 2103
3818; 1977; 99; 112; 3873; 2048; 3887; 2019; 3860; 2043
3700; 1354; 31; 184; 3710; 1456; 3710; 1401; 3701; 1456
3684; 1537; 41; 323; 3700; 1691; 3707; 1592; 3684; 1689
3668; 1861; 122; 502; 3722; 2121; 3708; 1978; 3695; 2125
4136; 1701; 149; 176; 4206; 1789; 4239; 1732; 4194; 1777
4239; 1522; 122; 178; 4287; 1624; 4312; 1570; 4267; 1610
4339; 1958; 169; 185; 4416; 2069; 4468; 2003; 4407; 2058
4233; 2128; 72; 66; 4260; 2155; 4285; 2166; 4273; 2134
4287; 2091; 81; 84; 4314; 2139; 4341; 2119; 4307; 2119
3710; 1331; 210; 490; 3808; 1576; 3847; 1458; 3796; 1565
3751; 1256; 90; 165; 3785; 1346; 3772; 1305; 3778; 1351
4086; 1387; 135; 249; 4148; 1522; 4169; 1475; 4141; 1516
4041; 1634; 60; 95; 4066; 1688; 4079; 1656; 4060; 1683
4011; 1731; 41; 73; 4030; 1772; 4038; 1754; 4025; 1767
3903; 1810; 125; 167; 3965; 1890; 3996; 1838; 3959; 1885
4053; 1868; 49; 103; 4077; 1926; 4084; 1900; 4069; 1920
3976; 1973; 88; 82; 4013; 2021; 4036; 1995; 4010; 2012
3931; 2042; 45; 41; 3952; 2064; 3967; 2060; 3950; 2055
3897; 2044; 34; 34; 3910; 2059; 3922; 2062; 3916; 2053
3594; 2363; 127; 364; 3657; 2534; 3678; 2438; 3642; 2530
386; 2614; 790; 483; 758; 2883; 566; 2760; 735; 2906
1176; 3074; 429; 322; 1368; 3243; 1253; 3159; 1345; 3270
1617; 3350; 702; 298; 1943; 3534; 1793; 3462; 1924; 3565
