1293; 2472; 657; 1176; 1631; 3080; 1723; 2822; 1551; 3031
1; 1930; 1510; 1265; 739; 2549; 460; 2348; 688; 2624
1715; 1788; 326; 681; 1884; 2187; 1906; 2053; 1788; 2163
1950; 1588; 606; 857; 2246; 2025; 2295; 1957; 2218; 2004
2476; 1510; 165; 198; 2552; 1610; 2584; 1550; 2531; 1595
2553; 1285; 249; 246; 2690; 1414; 2721; 1357; 2665; 1400
2731; 786; 76; 495; 2770; 1026; 2773; 915; 2735; 1025
2727; 627; 78; 157; 2763; 710; 2753; 669; 2737; 712
1805; 3121; 370; 527; 1982; 3399; 1902; 3263; 1918; 3436
1925; 2198; 674; 1173; 2277; 2856; 2376; 2644; 2203; 2815
512; 2486; 621; 1162; 820; 3132; 733; 2884; 721; 3167
1; 2108; 659; 966; 278; 2538; 82; 2377; 195; 2653
1; 2361; 277; 322; 87; 2515; 22; 2527; 126; 2653
1940; 2952; 166; 141; 2015; 3029; 1965; 3003; 2002; 3060
1607; 2619; 337; 417; 1784; 2844; 1693; 2739; 1763; 2864
1101; 2248; 545; 447; 1357; 2471; 1286; 2412; 1334; 2494
845; 2058; 303; 243; 999; 2178; 956; 2130; 979; 2198
156; 976; 783; 1081; 562; 1475; 388; 1255; 522; 1497
2411; 2613; 281; 197; 2560; 2721; 2623; 2708; 2560; 2658
2649; 2481; 294; 303; 2774; 2618; 2826; 2542; 2728; 2587
2785; 1612; 406; 912; 3022; 2129; 3074; 1874; 2960; 2105
3018; 1128; 296; 545; 3178; 1413; 3206; 1286; 3124; 1392
3150; 996; 166; 138; 3232; 1067; 3174; 1085; 3210; 1020
1; 1; 3652; 1739; 1816; 748; 2109; 602; 1788; 692
