2386; 2825; 649; 823; 2667; 3236; 2546; 3017; 2631; 3262
2303; 2446; 192; 373; 2409; 2610; 2381; 2504; 2371; 2621
2074; 2053; 329; 388; 2251; 2303; 2192; 2226; 2224; 2327
1513; 1383; 668; 660; 1784; 1718; 1683; 1584; 1758; 1742
1310; 898; 298; 482; 1455; 1158; 1407; 1049; 1429; 1171
1186; 771; 195; 127; 1271; 849; 1225; 812; 1236; 887
3113; 1984; 986; 1654; 3585; 2733; 3485; 2542; 3553; 2760
2768; 1528; 448; 455; 2965; 1744; 2873; 1613; 2932; 1775
2692; 1123; 177; 404; 2781; 1324; 2766; 1252; 2757; 1327
3059; 3066; 479; 582; 3292; 3437; 3147; 3186; 3144; 3482
3174; 3129; 482; 327; 3419; 3308; 3550; 3267; 3394; 3228
4149; 1268; 471; 1003; 4394; 1816; 4455; 1611; 4337; 1803
3647; 2267; 693; 1036; 3967; 2809; 4064; 2644; 3910; 2788
