345; 1463; 256; 413; 452; 1703; 403; 1529; 370; 1703
418; 1876; 754; 1052; 746; 2355; 592; 2064; 682; 2392
267; 1582; 106; 147; 316; 1658; 294; 1620; 298; 1665
143; 1465; 147; 140; 207; 1533; 173; 1499; 196; 1545
1; 1677; 350; 189; 169; 1775; 56; 1741; 162; 1809
1112; 2929; 275; 719; 1241; 3306; 1191; 3072; 1165; 3325
1218; 3306; 162; 106; 1278; 3355; 1293; 3321; 1248; 3344
1256; 2837; 192; 475; 1350; 3059; 1376; 2886; 1308; 3059
1327; 2373; 253; 468; 1456; 2607; 1497; 2433; 1406; 2596
1199; 2739; 132; 109; 1256; 2792; 1233; 2769; 1233; 2807
895; 2508; 205; 232; 1006; 2636; 945; 2562; 993; 2647
1106; 2708; 59; 41; 1136; 2727; 1118; 2727; 1137; 2743
1164; 2714; 62; 44; 1191; 2735; 1174; 2732; 1187; 2749
1455; 2148; 143; 228; 1537; 2253; 1552; 2182; 1496; 2241
1513; 1779; 240; 367; 1620; 1964; 1661; 1876; 1591; 1947
1673; 1529; 129; 252; 1726; 1648; 1743; 1587; 1702; 1643
1724; 1374; 143; 155; 1794; 1464; 1816; 1427; 1777; 1449
1038; 1060; 243; 602; 1140; 1376; 1184; 1152; 1097; 1371
1160; 79; 330; 981; 1305; 638; 1383; 288; 1262; 623
830; 1667; 311; 471; 995; 1910; 1053; 1764; 936; 1890
781; 2138; 170; 146; 849; 2211; 873; 2167; 810; 2186
3211; 1747; 511; 398; 3462; 1939; 3600; 1856; 3446; 1914
3674; 1538; 344; 234; 3831; 1670; 3892; 1612; 3815; 1644
3927; 1323; 238; 215; 4049; 1455; 4130; 1374; 4024; 1429
4136; 1124; 276; 199; 4281; 1220; 4345; 1172; 4261; 1201
2408; 1355; 366; 819; 2591; 1792; 2508; 1551; 2553; 1805
2974; 2041; 241; 246; 3100; 2163; 3163; 2118; 3086; 2133
3156; 1769; 275; 301; 3296; 1951; 3334; 1887; 3249; 1928
3038; 2011; 126; 161; 3100; 2096; 3111; 2051; 3071; 2091
3092; 1328; 57; 126; 3121; 1392; 3128; 1344; 3104; 1387
3059; 1451; 62; 55; 3090; 1482; 3097; 1465; 3076; 1475
3017; 1508; 88; 183; 3054; 1598; 3069; 1534; 3038; 1598
2953; 1688; 116; 401; 3012; 1864; 3031; 1750; 2993; 1861
2846; 1401; 142; 396; 2919; 1610; 2924; 1477; 2858; 1612
2843; 1795; 164; 363; 2929; 1942; 2922; 1818; 2846; 1949
2753; 1784; 92; 152; 2796; 1848; 2770; 1837; 2789; 1898
2540; 1647; 211; 244; 2635; 1758; 2604; 1737; 2613; 1796
2220; 1351; 325; 406; 2388; 1527; 2336; 1441; 2364; 1557
2104; 1062; 213; 289; 2203; 1205; 2177; 1131; 2168; 1219
2070; 805; 128; 256; 2123; 921; 2111; 843; 2096; 923
2042; 442; 107; 363; 2089; 615; 2082; 470; 2056; 613
2035; 335; 81; 107; 2070; 394; 2063; 364; 2042; 399
1876; 1085; 164; 241; 1953; 1185; 1919; 1118; 1940; 1199
1786; 911; 137; 180; 1846; 998; 1823; 934; 1826; 1008
1738; 745; 96; 166; 1787; 834; 1774; 788; 1773; 842
1814; 510; 152; 239; 1893; 630; 1927; 559; 1878; 620
1923; 1; 160; 510; 2006; 270; 2038; 124; 1995; 270
2895; 383; 256; 240; 3018; 516; 3069; 465; 3003; 506
2427; 929; 132; 100; 2493; 980; 2542; 957; 2485; 959
2561; 774; 238; 201; 2676; 873; 2730; 830; 2668; 857
2754; 586; 172; 207; 2847; 696; 2883; 640; 2827; 688
2903; 2940; 217; 510; 3005; 3173; 2983; 3023; 2925; 3192
2896; 2286; 163; 651; 2979; 2618; 2979; 2391; 2906; 2618
2791; 2241; 108; 169; 2849; 2298; 2829; 2273; 2823; 2333
