2017; 362; 2526; 3286; 3168; 2123; 3529; 1616; 3099; 2071
1905; 1; 1520; 2783; 2670; 1470; 2842; 1144; 2610; 1444
1261; 2372; 782; 1276; 1656; 3094; 1785; 2724; 1545; 3059
711; 2037; 189; 1263; 814; 2690; 814; 2424; 737; 2699
256; 2510; 309; 576; 385; 2802; 368; 2604; 299; 2802
448; 1128; 715; 1519; 791; 1868; 876; 1702; 767; 1844
100; 1940; 263; 594; 214; 2272; 169; 2130; 169; 2288
105; 1831; 93; 101; 149; 1896; 157; 1864; 121; 1876
994; 1; 170; 647; 1099; 333; 1058; 179; 1034; 357
1004; 651; 173; 1532; 1108; 1396; 1112; 1179; 1056; 1391
986; 2185; 173; 1078; 1073; 2739; 1073; 2570; 1025; 2743
272; 3064; 537; 528; 554; 3293; 424; 3120; 467; 3362
662; 3202; 485; 446; 913; 3462; 921; 3224; 670; 3492
4423; 2690; 539; 488; 4618; 3001; 4729; 2901; 4600; 2980
4283; 3183; 222; 180; 4386; 3276; 4425; 3226; 4359; 3257
4138; 3360; 230; 209; 4225; 3458; 4259; 3424; 4206; 3434
4765; 2740; 148; 829; 4843; 3163; 4817; 2992; 4814; 3172
4774; 2187; 130; 548; 4826; 2474; 4843; 2332; 4782; 2471
4689; 1505; 209; 678; 4802; 1859; 4768; 1711; 4768; 1867
