4487; 2953; 346; 695; 4664; 3285; 4706; 3138; 4598; 3268
4658; 2613; 191; 332; 4755; 2790; 4764; 2682; 4683; 2784
5246; 3250; 220; 118; 5353; 3310; 5272; 3294; 5341; 3342
5096; 3189; 173; 144; 5184; 3261; 5137; 3231; 5168; 3287
4846; 2949; 298; 261; 5017; 3129; 4964; 3073; 4997; 3148
4498; 2287; 371; 660; 4674; 2638; 4621; 2532; 4644; 2652
2749; 907; 212; 710; 2841; 1284; 2841; 1130; 2775; 1284
2759; 1589; 180; 605; 2857; 1899; 2867; 1742; 2784; 1904
2749; 2172; 155; 595; 2825; 2460; 2825; 2335; 2764; 2457
2719; 2740; 178; 210; 2795; 2878; 2807; 2820; 2744; 2865
2674; 2950; 195; 213; 2742; 3053; 2777; 3008; 2697; 3020
2586; 2971; 144; 212; 2643; 3078; 2677; 3072; 2631; 2999
2151; 2172; 758; 1476; 2638; 2970; 2706; 2808; 2560; 2942
2606; 1158; 312; 1017; 2765; 1673; 2734; 1492; 2691; 1698
2913; 2149; 193; 241; 2999; 2263; 3039; 2204; 2981; 2247
3050; 1980; 142; 174; 3130; 2065; 3152; 2013; 3107; 2056
1213; 3062; 258; 179; 1339; 3140; 1390; 3103; 1310; 3099
1364; 3025; 119; 103; 1422; 3072; 1419; 3042; 1369; 3072
1331; 2878; 142; 144; 1391; 2948; 1367; 2914; 1340; 2975
957; 2397; 281; 321; 1071; 2538; 1021; 2472; 1028; 2566
1129; 2686; 307; 262; 1267; 2805; 1195; 2735; 1235; 2833
761; 2203; 258; 201; 881; 2299; 827; 2246; 842; 2323
1071; 3021; 490; 627; 1295; 3340; 1249; 3245; 1232; 3368
1408; 124; 193; 487; 1497; 368; 1467; 235; 1479; 373
1489; 599; 156; 586; 1576; 863; 1549; 689; 1547; 870
2444; 775; 315; 811; 2609; 1118; 2562; 967; 2557; 1132
2396; 468; 182; 298; 2470; 603; 2455; 494; 2401; 610
2207; 1; 298; 462; 2384; 245; 2337; 151; 2337; 271
