708; 3170; 227; 478; 815; 3409; 835; 3209; 737; 3402
685; 2275; 243; 894; 804; 2722; 759; 2340; 724; 2737
680; 1674; 189; 601; 764; 1997; 769; 1794; 690; 1992
1005; 3164; 858; 484; 1426; 3444; 1666; 3271; 1393; 3378
1615; 2273; 1166; 889; 2150; 2777; 2427; 2493; 2096; 2708
2504; 1964; 800; 315; 2881; 2099; 3058; 2010; 2850; 2022
2981; 1545; 877; 419; 3412; 1741; 3585; 1576; 3342; 1699
3513; 1013; 1255; 525; 4135; 1257; 4431; 1099; 4094; 1166
4416; 182; 1056; 826; 4956; 702; 5170; 519; 4890; 636
4033; 1003; 352; 280; 4201; 1120; 4278; 1039; 4166; 1085
4247; 615; 597; 393; 4523; 799; 4681; 677; 4487; 758
4671; 468; 393; 143; 4859; 539; 4946; 493; 4824; 498
4894; 231; 564; 236; 5186; 365; 5313; 318; 5160; 313
5177; 2; 295; 223; 5319; 114; 5365; 32; 5243; 98
3922; 2; 208; 386; 4049; 185; 4069; 47; 4008; 174
3937; 383; 203; 477; 4034; 647; 4008; 439; 3978; 652
3953; 860; 193; 345; 4039; 1018; 4039; 916; 3978; 1023
1662; 3124; 342; 217; 1862; 3234; 1940; 3199; 1856; 3194
1998; 2988; 264; 240; 2117; 3092; 2186; 3029; 2085; 3057
2145; 2190; 568; 792; 2416; 2599; 2502; 2454; 2386; 2576
2579; 611; 1184; 1573; 3197; 1465; 3396; 1182; 3163; 1448
887; 2740; 490; 797; 1165; 3134; 1273; 2870; 1130; 3121
1269; 1314; 264; 1425; 1420; 2007; 1464; 1569; 1377; 1994
1637; 370; 243; 416; 1741; 608; 1793; 469; 1702; 582
1455; 781; 286; 381; 1598; 963; 1659; 833; 1559; 950
1429; 1163; 130; 152; 1494; 1241; 1507; 1180; 1455; 1236
1780; 1; 173; 382; 1871; 201; 1884; 41; 1819; 192
893; 3104; 235; 367; 978; 3231; 1035; 3151; 936; 3179
987; 2318; 423; 781; 1204; 2817; 1265; 2666; 1147; 2784
1411; 2152; 231; 235; 1515; 2270; 1557; 2214; 1472; 2242
1529; 1795; 508; 358; 1783; 1955; 1900; 1847; 1759; 1908
1891; 1437; 663; 362; 2230; 1602; 2357; 1508; 2192; 1555
2870; 1031; 574; 259; 3138; 1143; 3321; 1101; 3124; 1096
2376; 1162; 503; 268; 2667; 1322; 2809; 1256; 2649; 1280
1; 1586; 227; 407; 103; 1768; 164; 1707; 71; 1722
231; 1037; 624; 703; 538; 1379; 699; 1233; 506; 1329
856; 785; 517; 392; 1098; 970; 1276; 881; 1077; 931
1373; 429; 603; 449; 1651; 658; 1797; 561; 1630; 626
1975; 269; 414; 250; 2154; 397; 2300; 340; 2136; 347
2389; 155; 396; 196; 2546; 244; 2650; 198; 2528; 205
2639; 1; 335; 147; 2806; 73; 2867; 23; 2771; 51
1443; 755; 332; 838; 1580; 1220; 1659; 929; 1536; 1206
1; 721; 313; 826; 98; 1110; 171; 905; 44; 1093
192; 2; 86; 724; 237; 382; 216; 128; 204; 394
269; 594; 147; 119; 339; 652; 368; 623; 323; 635
589; 1; 135; 150; 639; 76; 666; 13; 614; 71
352; 151; 298; 443; 504; 363; 594; 188; 471; 344
