733; 2419; 122; 245; 799; 2546; 782; 2441; 773; 2542
782; 2664; 83; 170; 816; 2738; 812; 2682; 790; 2734
717; 2255; 98; 167; 759; 2326; 747; 2276; 726; 2335
565; 1737; 244; 512; 681; 1990; 628; 1856; 654; 2002
758; 2829; 83; 178; 792; 2930; 800; 2867; 772; 2926
713; 3006; 107; 166; 758; 3099; 776; 3035; 739; 3095
2236; 1798; 460; 598; 2463; 2121; 2373; 1995; 2433; 2151
2678; 2503; 143; 609; 2732; 2814; 2726; 2581; 2684; 2814
2636; 2391; 134; 114; 2693; 2441; 2683; 2411; 2660; 2448
2821; 1231; 268; 774; 2962; 1670; 3022; 1331; 2918; 1663
2777; 2009; 144; 137; 2841; 2082; 2861; 2029; 2811; 2072
2673; 2143; 191; 225; 2754; 2250; 2791; 2190; 2724; 2220
2723; 3113; 314; 535; 2849; 3385; 2790; 3217; 2803; 3404
