960; 398; 694; 1190; 1274; 1045; 1110; 637; 1227; 1059
1498; 1586; 227; 227; 1618; 1707; 1588; 1619; 1574; 1716
1609; 1815; 756; 697; 1965; 2160; 1807; 1973; 1935; 2185
2306; 2416; 158; 159; 2384; 2496; 2339; 2468; 2367; 2549
2424; 2406; 138; 161; 2499; 2476; 2449; 2502; 2544; 2565
2332; 2162; 528; 700; 2598; 2487; 2475; 2319; 2555; 2530
2866; 2721; 140; 248; 2929; 2853; 2883; 2801; 2895; 2899
3012; 2824; 206; 220; 3100; 2950; 3032; 2919; 3083; 3001
2748; 415; 195; 394; 2847; 613; 2811; 459; 2807; 628
2847; 812; 107; 338; 2892; 970; 2881; 849; 2862; 978
2858; 1154; 118; 147; 2917; 1235; 2906; 1176; 2888; 1242
2899; 1301; 99; 489; 2947; 1536; 2936; 1349; 2910; 1533
2914; 1787; 92; 202; 2958; 1890; 2961; 1827; 2925; 1882
2844; 1993; 147; 430; 2914; 2206; 2936; 2066; 2881; 2202
2785; 2423; 151; 199; 2855; 2515; 2881; 2453; 2833; 2508
2730; 2622; 136; 103; 2792; 2662; 2803; 2640; 2766; 2640
2969; 1637; 322; 1125; 3108; 2184; 3065; 1915; 3085; 2194
2847; 1726; 188; 705; 2931; 2097; 2901; 1950; 2913; 2103
2990; 2431; 125; 173; 3047; 2512; 3020; 2452; 3035; 2521
3093; 2574; 83; 76; 3136; 2611; 3109; 2590; 3126; 2632
2838; 1536; 54; 191; 2864; 1637; 2859; 1564; 2850; 1637
3298; 2516; 157; 215; 3384; 2625; 3374; 2533; 3333; 2632
3305; 2731; 140; 167; 3360; 2823; 3380; 2762; 3322; 2792
3240; 2765; 62; 130; 3274; 2816; 3264; 2782; 3254; 2840
3274; 2232; 154; 287; 3343; 2368; 3336; 2286; 3295; 2372
3449; 2539; 185; 195; 3514; 2628; 3561; 2574; 3497; 2604
3558; 2317; 205; 226; 3654; 2433; 3695; 2358; 3630; 2416
3722; 2311; 146; 561; 3787; 2594; 3818; 2385; 3752; 2588
4048; 778; 199; 224; 4153; 889; 4194; 807; 4130; 871
4170; 8; 285; 771; 4327; 414; 4380; 199; 4296; 407
3910; 1000; 213; 706; 4021; 1353; 4060; 1116; 3992; 1344
3688; 1708; 285; 612; 3853; 2005; 3900; 1848; 3822; 1998
3407; 2269; 133; 159; 3458; 2331; 3491; 2366; 3500; 2302
3497; 2309; 144; 122; 3572; 2379; 3615; 2361; 3564; 2344
3646; 2143; 199; 250; 3716; 2253; 3769; 2176; 3696; 2227
3743; 2075; 150; 68; 3816; 2110; 3834; 2085; 3782; 2097
3800; 1962; 188; 111; 3889; 2019; 3928; 1979; 3866; 2001
3893; 1811; 170; 150; 3968; 1895; 3993; 1840; 3935; 1875
3968; 1298; 274; 511; 4108; 1539; 4158; 1383; 4068; 1520
4141; 1042; 241; 257; 4260; 1174; 4295; 1093; 4216; 1164
4253; 889; 137; 153; 4324; 985; 4333; 931; 4280; 978
4706; 2424; 342; 834; 4897; 2866; 4957; 2561; 4843; 2848
4765; 1498; 223; 916; 4843; 2017; 4829; 1703; 4783; 2008
4939; 1541; 533; 742; 5219; 1928; 5364; 1740; 5201; 1911
4632; 1758; 143; 255; 4708; 1856; 4682; 1778; 4678; 1871
4643; 1447; 108; 312; 4699; 1629; 4708; 1551; 4678; 1623
4708; 1555; 141; 95; 4781; 1601; 4758; 1573; 4758; 1618
4678; 1432; 123; 117; 4727; 1506; 4721; 1458; 4686; 1510
4691; 1329; 71; 117; 4718; 1388; 4722; 1346; 4697; 1384
4986; 1135; 291; 476; 5135; 1394; 5196; 1226; 5093; 1368
4895; 1621; 256; 155; 5018; 1692; 5054; 1644; 4983; 1666
4891; 1894; 103; 75; 4917; 1924; 4945; 1924; 4919; 1907
4940; 1674; 415; 276; 5118; 1810; 5196; 1763; 5108; 1789
5255; 1366; 217; 310; 5385; 1545; 5441; 1463; 5364; 1530
5078; 1300; 256; 320; 5213; 1466; 5255; 1392; 5187; 1448
4847; 1211; 144; 430; 4911; 1421; 4883; 1296; 4889; 1427
5310; 884; 162; 315; 5406; 1067; 5451; 991; 5395; 1055
5172; 1040; 269; 259; 5287; 1165; 5328; 1091; 5234; 1130
4796; 613; 34; 152; 4808; 683; 4809; 637; 4800; 681
4750; 766; 82; 169; 4790; 851; 4804; 802; 4778; 847
4703; 935; 80; 218; 4739; 1042; 4756; 970; 4727; 1038
4681; 1154; 51; 200; 4701; 1247; 4708; 1197; 4689; 1243
4714; 1291; 45; 148; 4730; 1362; 4728; 1321; 4720; 1363
4625; 1085; 143; 227; 4684; 1196; 4661; 1147; 4673; 1201
4624; 1047; 28; 37; 4633; 1066; 4635; 1054; 4627; 1065
4622; 1; 59; 189; 4651; 96; 4642; 16; 4633; 98
4635; 188; 82; 588; 4672; 477; 4664; 344; 4653; 484
4650; 776; 66; 424; 4682; 992; 4689; 846; 4662; 990
4658; 1313; 72; 290; 4687; 1460; 4685; 1342; 4665; 1459
2063; 2074; 372; 378; 2261; 2289; 2172; 2185; 2246; 2303
