2268; 3017; 232; 631; 2379; 3340; 2400; 3076; 2323; 3330
2296; 2741; 200; 275; 2379; 2890; 2349; 2800; 2308; 2921
1855; 2126; 385; 549; 2040; 2436; 1991; 2298; 1970; 2464
2081; 2668; 219; 238; 2217; 2756; 2179; 2698; 2164; 2790
2527; 976; 476; 1432; 2740; 1852; 2836; 1381; 2674; 1837
2330; 2410; 339; 415; 2502; 2623; 2573; 2445; 2446; 2592
3546; 3064; 212; 584; 3624; 3331; 3592; 3142; 3597; 3345
3458; 1966; 115; 579; 3504; 2250; 3488; 2065; 3474; 2253
3493; 2543; 121; 209; 3552; 2645; 3536; 2561; 3520; 2650
3527; 2861; 98; 203; 3569; 2961; 3563; 2880; 3534; 2961
3530; 2750; 83; 113; 3567; 2805; 3571; 2762; 3533; 2805
